chr1	9999	10998
chr1	136288	137287
chr1	348063	349062
chr1	534270	535269
chr1	908658	909580
chr1	941770	941812
chr1	976771	977262
chr1	1048737	1048789
chr1	1099051	1099900
chr1	1116106	1116136
chr1	1139427	1140426
chr1	1142087	1142140
chr1	1175886	1175958
chr1	1201884	1202730
chr1	1227334	1227384
chr1	1261922	1261981
chr1	1284109	1284155
chr1	1382260	1382783
chr1	1443665	1443741
chr1	1531166	1531202
chr1	1539845	1539899
chr1	1605669	1605736
chr1	1650609	1650642
chr1	1681985	1682047
chr1	1741489	1741607
chr1	1988816	1988864
chr1	2076535	2076584
chr1	2280676	2281675
chr1	2440478	2440545
chr1	2483899	2483952
chr1	2549639	2549687
chr1	2568846	2568954
chr1	2634739	2635162
chr1	2652036	2653035
chr1	2746293	2747292
chr1	2788349	2788389
chr1	2902779	2902827
chr1	2921634	2921779
chr1	3165850	3165946
chr1	3168209	3168244
chr1	3287316	3287557
chr1	3316265	3316302
chr1	3371208	3371241
chr1	3394545	3394593
chr1	3474939	3475739
chr1	3502018	3502059
chr1	3583502	3583679
chr1	3588208	3588370
chr1	3693810	3694582
chr1	3700528	3700578
chr1	4013280	4013327
chr1	4135771	4135879
chr1	4303015	4303313
chr1	4327047	4327094
chr1	4500239	4500343
chr1	4590131	4590166
chr1	4618290	4618325
chr1	4939537	4939672
chr1	4959936	4959967
chr1	5112425	5112497
chr1	5137119	5137168
chr1	5160159	5160335
chr1	5271738	5271768
chr1	5345182	5345212
chr1	5574396	5574436
chr1	5882160	5882268
chr1	5922811	5922852
chr1	6036360	6036394
chr1	6240863	6240899
chr1	6242079	6242112
chr1	6323726	6323771
chr1	6354709	6354783
chr1	6367033	6367084
chr1	6504551	6504587
chr1	6522057	6522103
chr1	6523552	6523605
chr1	6575819	6575849
chr1	6595004	6595058
chr1	6740251	6740282
chr1	6744222	6744253
chr1	7128823	7128858
chr1	7335121	7335173
chr1	7337595	7337693
chr1	7691945	7691981
chr1	7704046	7704092
chr1	7889258	7889293
chr1	8058224	8058258
chr1	8160391	8160423
chr1	8229455	8229498
chr1	8236310	8236352
chr1	8375693	8375743
chr1	8385913	8386052
chr1	8520742	8520784
chr1	8729276	8729314
chr1	8823391	8823423
chr1	8835288	8835320
chr1	9039708	9039760
chr1	9053226	9053314
chr1	9060519	9060575
chr1	9081258	9081296
chr1	9103095	9103125
chr1	9121453	9121488
chr1	9230636	9230726
chr1	9411140	9411300
chr1	9420015	9420057
chr1	9536540	9536584
chr1	9546168	9546203
chr1	9552907	9553243
chr1	9785954	9785984
chr1	10187595	10188165
chr1	10215132	10215187
chr1	10229630	10229716
chr1	10273716	10273750
chr1	10304938	10304978
chr1	10315357	10315455
chr1	10369985	10370035
chr1	10523823	10523855
chr1	10587890	10587935
chr1	10691050	10691093
chr1	10694579	10694613
chr1	10824626	10824711
chr1	10847269	10847306
chr1	10912099	10912156
chr1	11028693	11028728
chr1	11103027	11103068
chr1	11521498	11521549
chr1	11522556	11522946
chr1	11814764	11814851
chr1	11829560	11829678
chr1	11877082	11877128
chr1	11926163	11926216
chr1	11955804	11955901
chr1	12174147	12174253
chr1	12632673	12632703
chr1	12715563	12715619
chr1	13122574	13123573
chr1	13216575	13217574
chr1	13396326	13396370
chr1	14534400	14534473
chr1	14721975	14722010
chr1	14730209	14730312
chr1	15112323	15112377
chr1	15139612	15139687
chr1	15368123	15368167
chr1	15406557	15406636
chr1	15474598	15474633
chr1	15536280	15536311
chr1	15787945	15787996
chr1	15792676	15792732
chr1	15953883	15953931
chr1	16464513	16464554
chr1	16700787	16701786
chr1	16991114	16991165
chr1	17030847	17030904
chr1	17133770	17133849
chr1	17241600	17241708
chr1	17271849	17271879
chr1	17312903	17312949
chr1	17577158	17577193
chr1	17581293	17581337
chr1	17683228	17683308
chr1	17738698	17738745
chr1	17848810	17848876
chr1	18588610	18588646
chr1	18662685	18662717
chr1	19131241	19131277
chr1	19166727	19166767
chr1	19257186	19257237
chr1	19416853	19416892
chr1	19508455	19508559
chr1	19830516	19830553
chr1	20259586	20259632
chr1	20433667	20433700
chr1	20669862	20669916
chr1	20807003	20807033
chr1	21003158	21003189
chr1	21404159	21404240
chr1	21605042	21605090
chr1	21656398	21656456
chr1	21694571	21694613
chr1	21891725	21891789
chr1	21960819	21960869
chr1	22054887	22054989
chr1	22431245	22431299
chr1	22600086	22600125
chr1	23008088	23008132
chr1	23042430	23042471
chr1	23120629	23120655
chr1	23169303	23169346
chr1	23347483	23347518
chr1	23392357	23392663
chr1	23538206	23538238
chr1	23572409	23572490
chr1	23734248	23734283
chr1	23740356	23740394
chr1	23884345	23884403
chr1	23941566	23941597
chr1	23986787	23986895
chr1	23993044	23994043
chr1	24231099	24231157
chr1	24563512	24563552
chr1	24599800	24599879
chr1	24626289	24626351
chr1	24707804	24707858
chr1	24755988	24756021
chr1	24808672	24808702
chr1	24832307	24833306
chr1	25002200	25002365
chr1	25283823	25283900
chr1	25589068	25589112
chr1	25612738	25612771
chr1	25800345	25800376
chr1	26101395	26101425
chr1	26333006	26333048
chr1	26663491	26663559
chr1	26760686	26760717
chr1	26810055	26810091
chr1	26846306	26846357
chr1	27086559	27086594
chr1	27125219	27125270
chr1	27198727	27198776
chr1	27346531	27346579
chr1	27420689	27420771
chr1	27742874	27742917
chr1	28033861	28033891
chr1	28073102	28073154
chr1	28253114	28253217
chr1	28276559	28276605
chr1	28455199	28455241
chr1	28472798	28472851
chr1	28476525	28476561
chr1	28482064	28482132
chr1	28595630	28595665
chr1	28695893	28695980
chr1	28708700	28708736
chr1	28801382	28801416
chr1	28847645	28847698
