chr1	9997	10996
chr1	66998	67997
chr1	88496	89275
chr1	90363	91362
chr1	348287	349286
chr1	850861	851370
chr1	976828	976970
chr1	1076498	1077057
chr1	1382389	1382785
chr1	1454163	1454335
chr1	1632573	1633572
chr1	1685412	1685447
chr1	1852192	1852226
chr1	1905505	1905549
chr1	1980123	1980313
chr1	2056812	2056906
chr1	2401309	2401369
chr1	2440460	2440560
chr1	2652050	2653049
chr1	2852563	2852663
chr1	2859463	2859574
chr1	2921697	2921797
chr1	2949657	2949769
chr1	2977053	2977625
chr1	3146837	3146867
chr1	3501990	3502089
chr1	3583305	3583639
chr1	3693934	3694632
chr1	3874366	3874573
chr1	3892048	3892426
chr1	3936522	3936551
chr1	4303086	4303315
chr1	4327069	4327220
chr1	4333146	4333273
chr1	5672476	5672795
chr1	6006086	6006193
chr1	6442587	6442636
chr1	6446202	6446343
chr1	6559146	6559194
chr1	6714627	6714741
chr1	7865020	7865455
chr1	8062731	8062766
chr1	8098992	8099028
chr1	8331333	8331370
chr1	8375558	8375786
chr1	9083883	9084001
chr1	9232786	9232818
chr1	9553198	9553244
chr1	9623277	9623587
chr1	9831777	9831901
chr1	10577557	10577623
chr1	10975562	10975605
chr1	11180785	11180836
chr1	11564876	11564911
chr1	11591803	11591835
chr1	11947507	11947582
chr1	12373086	12373117
chr1	12433258	12433294
chr1	12551322	12551409
chr1	12606466	12606500
chr1	13122538	13123537
chr1	13716333	13716448
chr1	13750026	13750075
chr1	14528340	14528379
chr1	14781059	14781179
chr1	14971327	14971357
chr1	15192379	15192433
chr1	15787934	15787969
chr1	16039299	16039479
chr1	16077438	16077482
chr1	16495062	16495923
chr1	16606873	16606994
chr1	16611080	16611180
chr1	16636562	16636666
chr1	16726156	16726428
chr1	16727990	16728989
chr1	17455378	17455413
chr1	18225085	18225132
chr1	18925782	18926076
chr1	19134075	19134116
chr1	19684062	19684098
chr1	19716359	19716400
chr1	19827773	19827817
chr1	19956518	19956549
chr1	20151710	20151797
chr1	20229907	20229993
chr1	20605498	20606164
chr1	20817073	20817173
chr1	21304314	21304350
chr1	21466461	21466653
chr1	21694570	21694615
chr1	21753808	21753848
chr1	21967958	21968199
chr1	22004802	22004975
chr1	22054914	22054985
chr1	22091767	22091825
chr1	22502659	22502694
chr1	23257871	23258164
chr1	23346849	23346903
chr1	23392400	23392696
chr1	23881074	23881176
chr1	23899872	23899928
chr1	24076560	24076801
chr1	24553123	24553154
chr1	24642322	24642464
chr1	24736947	24736979
chr1	24768896	24768924
chr1	24832439	24833438
chr1	25114067	25114086
chr1	25362506	25363505
chr1	25583070	25583091
chr1	26333005	26333055
chr1	26539244	26539295
chr1	26587621	26587653
chr1	26726157	26726188
chr1	26817460	26818333
chr1	26866682	26866936
chr1	26969385	26969441
chr1	27081097	27081135
chr1	27095478	27095528
chr1	27251022	27251068
chr1	27454187	27454217
chr1	27480392	27480431
chr1	27723586	27723620
chr1	27899501	27899547
chr1	28533820	28533907
chr1	28543209	28543245
chr1	28582614	28582654
chr1	28584264	28584304
chr1	28676457	28676528
chr1	28789402	28789473
chr1	29771437	29771476
chr1	30096312	30096371
chr1	30644839	30644883
chr1	30658255	30658454
chr1	30999582	30999640
chr1	31334312	31334399
chr1	31431767	31432197
chr1	31906747	31906796
chr1	32066065	32066106
chr1	32125965	32125998
chr1	32213671	32213726
chr1	32524285	32524317
chr1	32543241	32543319
chr1	32999819	33000100
chr1	33018225	33018255
chr1	33051197	33052196
chr1	33426555	33426594
chr1	34084553	34084836
chr1	34566293	34567292
chr1	34982433	34982476
chr1	35211889	35211937
chr1	35698066	35698099
chr1	35775171	35775204
chr1	36007486	36007535
chr1	36028403	36028791
chr1	36169521	36169576
chr1	36404044	36404096
chr1	36425140	36425192
chr1	36767241	36767374
chr1	36957854	36957984
chr1	37335458	37335518
chr1	37370488	37370531
chr1	37521506	37521550
chr1	37688916	37688962
chr1	37761084	37761108
chr1	37851852	37851880
chr1	38883278	38883351
chr1	39381354	39381390
chr1	39921167	39921232
chr1	40022392	40022630
chr1	40536574	40536930
chr1	41569056	41569110
chr1	41868168	41868210
chr1	42545150	42545188
chr1	42709140	42709187
chr1	42750900	42751503
chr1	42921998	42922029
chr1	43638499	43638668
chr1	43908658	43908693
chr1	43939274	43939327
chr1	44087732	44087802
chr1	44099817	44099926
chr1	44675764	44675864
chr1	44982857	44982907
chr1	45523773	45523875
chr1	45543444	45543480
chr1	45576335	45576377
chr1	45612100	45612153
chr1	45683741	45683773
chr1	45722382	45722455
chr1	45735413	45735488
chr1	45767075	45767110
chr1	45803841	45803991
chr1	45987762	45987801
chr1	46071701	46071737
chr1	46240479	46240966
chr1	46800188	46800316
chr1	47286587	47286754
chr1	47559551	47559596
chr1	48213433	48213465
chr1	48452111	48452226
chr1	49567275	49567381
chr1	49800618	49800858
chr1	49856678	49856719
chr1	49875271	49876270
chr1	50001007	50001038
chr1	50234509	50234550
chr1	50728999	50729047
chr1	50931878	50931914
chr1	51200497	51200670
chr1	53502398	53502497
chr1	53713283	53713455
chr1	54561091	54562090
chr1	54599107	54599183
chr1	54698792	54698817
chr1	54915755	54915788
chr1	56048456	56048565
chr1	56348548	56348590
chr1	56642260	56642330
chr1	57391761	57391817
chr1	57877537	57877705
chr1	58074524	58074586
chr1	58518280	58518374
chr1	58856214	58856251
chr1	61068073	61068108
chr1	61713908	61714134
chr1	61736617	61736656
chr1	61851780	61851816
chr1	61924961	61925277
chr1	62217280	62217399
chr1	62326520	62326552
chr1	62381027	62381188
chr1	62591436	62591488
chr1	62686150	62686452
chr1	63613703	63613734
chr1	64121049	64121099
chr1	64239151	64239194
chr1	64753518	64753549
chr1	64798084	64798473
chr1	65168099	65168163
chr1	65380895	65380932
chr1	65519100	65519134
chr1	66985810	66985840
chr1	67079063	67080062
chr1	67244551	67244683
chr1	67786941	67787002
chr1	67929984	67930035
chr1	69056440	69056497
chr1	69462040	69462345
chr1	69526570	69526639
chr1	69760960	69760991
chr1	70480591	70480691
chr1	71046263	71046309
chr1	71474724	71474755
chr1	71513767	71514766
chr1	71928134	71928289
chr1	72301861	72301904
chr1	72556927	72556978
chr1	73201376	73201476
chr1	73265647	73265678
chr1	73287951	73288124
chr1	73946629	73946663
chr1	74022364	74022408
