chr	start	end	avg_mapq	r0_rate	rdv	rstd	r0r_rate	depth_mean	r0r_depth_mean	depth_cv
chrX	10000	11000	17.113445378151262	0.5294117647058824	958.2207990000002	30.955141721529884	0.03590407993855654	128.899	9.70230607966457	0.24015036362989536
chrX	11001	12001	2.700737618545838	0.9220231822971549	242.498399	15.572360097300601	0.002473186535972498	121.301	1.0	0.12837783775319742
chrX	12002	13002	19.18204697986577	0.5092281879194631	942.5193559999999	30.700478107026278	0.002669004979582432	156.238	3.9339622641509435	0.1964981509429606
chrX	13003	14003	26.350174216027874	0.23519163763066203	1918.0591909999996	43.79565264954959	0.05317799054100819	112.697	6.9283236994219655	0.3886141836033753
chrX	14004	15004	41.676449009537784	0.1078503301540719	793.562304	28.17023791166841	0.01699168023946824	181.736	5.398601398601398	0.15500637139404636
chrX	15005	16005	40.83034647550777	0.05197132616487455	849.176476	29.140632731634362	0.003536537513456953	198.782	1.3650485436893205	0.14659593288946868
chrX	16006	17006	35.645724258289704	0.11809191390343222	631.697744	25.133597911958407	0.0034876695776349755	218.484	1.8450363196125907	0.11503633177696493
chrX	17007	18007	14.578757875787579	0.46174617461746176	2881.857391	53.68293388964504	0.1860837134473523	109.397	21.09533678756477	0.49071669140511204
chrX	18008	19008	3.527950310559006	0.8012422360248447	495.040336	22.24950192700951	0.5537304654679885	47.608	26.52112676056338	0.46734796519512506
chrX	19009	20009	32.377833753148614	0.19710327455919396	1535.5311639999998	39.18585413130611	0.022805579143607313	204.906	7.762458471760797	0.19123819766774086
chrX	20010	21010	56.5869927737632	0.016120066703724293	697.989959	26.41949959783493	0.00013211726728644345	227.071	1.0	0.11634906966470808
chrX	21011	22011	38.15271739130435	0.1233695652173913	1219.7992310000002	34.92562427502192	0.0005535905205018657	236.637	1.0564516129032258	0.14759156123100747
chrX	22012	23012	19.889364303178485	0.3600244498777506	1747.4684	41.80273196813816	0.0005736598534516004	207.44	1.0	0.20151721928335017
chrX	23013	24013	37.89268805891636	0.20462914255654918	2847.185375	53.35902336999807	0.0011103372798726494	251.275	1.3222748815165877	0.21235309270718564
chrX	24014	25014	27.180662983425414	0.2729281767955801	584.089975	24.167953471487817	0.0018823963643913354	216.745	1.0	0.1115040876213422
chrX	25015	26015	44.29184756391703	0.02942595272551857	727.5882839999999	26.97384444234822	0.000789034328710939	262.346	1.143646408839779	0.102817822426674
chrX	26016	27016	27.95738203957382	0.3032724505327245	3844.1051109999994	62.00084766356021	0.26389240855412816	335.417	113.77120822622108	0.1848470639936563
chrX	27017	28017	12.111303344867359	0.5844867358708189	11690.176875999998	108.12112132233922	0.5910405960606101	454.182	268.44	0.23805681714013152
chrX	28018	29018	23.801524073432628	0.34464842396951856	9523.259598999999	97.58718972795558	0.31074832255577034	386.451	122.41488277268094	0.2525215091381716
chrX	29019	30019	11.973356501592818	0.4963799594555459	16145.012864	127.06302713220711	0.45855948739359753	469.444	215.268	0.2706670596113852
chrX	30020	31020	3.9634874972339014	0.8366895330825403	6706.679975	81.89432199487337	0.8436769203094082	583.695	492.45	0.14030327824441421
chrX	31021	32021	6.405456509994598	0.7603997839005943	17023.050399	130.47241240584157	0.7347885953784077	480.051	352.736	0.27178864830162125
chrX	32022	33022	2.868683142751752	0.8919218000737735	2377.241516	48.75696376929146	0.8783243970090976	355.478	312.225	0.1371588783814792
chrX	33023	34023	6.837628151842615	0.7267941257966196	17376.881375	131.82139953361138	0.5680547195622435	456.875	259.53	0.28852837107220003
chrX	34024	35024	10.573614146632227	0.6151400755016888	5743.348415999999	75.78488250304278	0.36392999064616777	637.172	231.886	0.11893944257287323
chrX	35025	36025	15.416063675832127	0.49252291365171247	25441.766796	159.50475477552385	0.4263201280124133	536.198	228.592	0.2974736100759866
chrX	36026	37026	9.006870491240123	0.7385778083132944	9655.298775000001	98.26137987531013	0.7490837714301402	364.265	272.865	0.26975246009171927
chrX	37027	38027	3.7545601945683016	0.853668423186056	4685.828471	68.4531114778576	0.8512497748189385	627.273	533.966	0.1091281012858159
chrX	38028	39028	4.345091267883571	0.8648248643315244	10583.845975000002	102.87782061746837	0.700974086732131	507.655	355.853	0.20265302344597882
chrX	39029	40029	0.039918533604887986	0.9983706720977596	12574.559243999998	112.13634220893776	0.8850338279163174	307.734	272.355	0.3643937368277076
chrX	40030	41030	0.34365079365079365	0.9865079365079366	11581.299631	107.6164468424785	0.5093169858611623	316.787	161.345	0.3397123203997591
chrX	41031	42031	12.5221027479092	0.607726005575468	5798.299456000001	76.14656562183222	0.3359770387175588	320.888	107.811	0.23729951142402406
chrX	42032	43032	20.29875173370319	0.27295423023578363	24917.430111	157.85255813891646	0.2793250908696605	442.667	123.648	0.3565943658301081
chrX	43033	44033	14.70468262226847	0.4310093652445369	36285.900670999996	190.48858409626544	0.37514788186706977	602.677	226.093	0.3160707710701843
chrX	44034	44821	2.8328018223234626	0.8870159453302962	17307.602007849924	131.55835970340283	0.916319939695373	343.87039390088944	315.0952986022872	0.3825812341998848
chrX	94820	95820	25.274400446179587	0.17791411042944785	4391.696151	66.2698736304816	0.06806567832606526	229.543	20.58498023715415	0.28870352670515587
chrX	95821	96821	22.546648793565684	0.26514745308310994	45805.766471	214.02281764101696	0.1696345812692976	488.727	82.905	0.43791895606548636
chrX	96822	97822	25.08454340109713	0.20393675379154566	2313.2401440000003	48.09615518937039	0.07518294688373622	389.184	29.26	0.12358204651108573
chrX	97823	98823	29.901450353291185	0.1184455187802157	11172.267375	105.69894689636222	0.04203898706503917	686.125	28.844	0.15405202681196897
chrX	98824	99824	31.157731831125417	0.1261607032313978	80586.38751100001	283.87741634550645	0.08298088494134066	1056.183	87.643	0.26877673314710276
chrX	99825	100825	32.91712522928131	0.16508254127063532	34228.5431	185.00957569812434	0.12213326078225607	771.87	94.271	0.23969007177131427
chrX	100826	101826	14.418569824035941	0.5945338824410333	18540.395879	136.16312231658026	0.4269716416591354	350.761	149.765	0.3881934488628446
chrX	101827	102827	2.3479929161747344	0.8825265643447462	17672.867404	132.93933730841297	0.8531916527742012	442.686	377.696	0.30030165243177553
chrX	102828	103828	0.5365183964854475	0.9780340472267984	3030.2585590000003	55.04778432416695	0.9733205835202897	462.229	449.897	0.11909201786163774
chrX	103829	104829	2.2228315054835495	0.9107676969092722	10797.140279	103.90928870413848	0.8021935550025437	253.561	203.405	0.40979996412752145
chrX	104830	105830	0.0	1.0	600.174775	24.49846474781634	0.4352717914056204	192.335	83.718	0.1273739295906431
chrX	105831	106831	0.0	1.0	3508.327904	59.23113964799259	0.7969547482216774	199.064	158.645	0.2975482239279458
chrX	106832	107832	0.0	1.0	1582.303024	39.77817270815742	0.5202010823429541	226.176	117.657	0.17587265098046398
chrX	107833	108833	0.0	1.0	1927.5955	43.90439044104815	0.4193894881799403	217.85	91.364	0.20153495726898393
chrX	108834	109834	0.15806988352745424	0.9889073765945646	2736.349151	52.310124746553605	0.7287846606928159	238.707	173.966	0.2191394669890435
chrX	109835	110835	1.5085836909871244	0.9066523605150214	2594.3112960000003	50.934382257960095	0.5899069834517071	110.948	65.449	0.4590833747157236
chrX	110836	111836	0.07092696629213484	0.9943820224719101	1017.2339	31.894104470889285	0.5785210289460525	179.99	104.128	0.1771993136890343
chrX	111837	112837	0.0	1.0	3632.7195990000005	60.27204658048373	0.6299827501639561	181.451	114.311	0.33216706758564973
chrX	112838	113838	0.0	1.0	1158.940784	34.043219354226764	0.6872414862815387	232.096	159.506	0.14667732039426257
chrX	113839	114839	0.0	1.0	1696.2278390000001	41.18528668104667	0.2632410604553169	222.131	58.474	0.18540990082900033
chrX	114840	115840	0.3638676844783715	0.9857506361323155	1253.223775	35.400900765376015	0.7621670302399584	249.835	190.416	0.1416971231627915
chrX	115841	116841	12.34568459105287	0.640307275192047	2189.5496000000003	46.79262335026751	0.3920411244517938	278.18	109.058	0.16820987616028296
chrX	116842	117842	21.619839802834257	0.4507085643869378	4947.434316	70.33800051181439	0.34746191508465246	403.178	140.089	0.17445892511946184
chrX	117843	118843	35.99382835101254	0.12131147540983607	2667.648636	51.64928495148795	0.07050570904256427	672.442	47.411	0.0768085350877666
chrX	118844	119844	6.043487307532251	0.8033707865168539	4771.432519	69.07555659565836	0.8066571658953301	623.809	503.2	0.11073190126410225
chrX	119845	120845	2.2703962703962706	0.9082167832167832	962.3961759999999	31.022510794582697	0.8857323692262858	439.232	389.042	0.07062898603604176
chrX	120846	121846	6.332432432432433	0.7302702702702702	23041.709804000002	151.79495974504556	0.4604260764191955	236.014	108.667	0.6431608283620699
chrX	121847	122847	6.765373699148533	0.6527909176915799	4993.544736	70.66501776692623	0.4577469015394772	133.292	61.014	0.5301519803658601
chrX	122848	123848	4.637857577601948	0.6658551430310408	2625.017356	51.23492320673468	0.45418722806505457	219.262	99.586	0.2336698707789525
chrX	123849	124849	0.4453911696359411	0.8869093725793958	1931.5630999999998	43.9495517610817	0.3996976908728372	155.47	62.141	0.2826883113210375
chrX	124850	125850	0.0	1.0	5269.871231	72.59387874332106	0.9086161242268095	286.637	260.443	0.25326067026699645
chrX	125851	126851	1.0153799758745476	0.9598914354644149	5726.3809759999995	75.67285494812522	0.8638051509192616	419.032	361.962	0.1805896803779311
chrX	126852	127852	10.4580008399832	0.6352372952540949	25964.887696	161.13623954902263	0.5187006362088609	624.952	324.163	0.2578377852203411
chrX	127853	128853	6.492846924177396	0.7031473533619457	8847.388924	94.0605598750082	0.28983385166450865	165.274	47.902	0.5691189169198313
chrX	128854	129854	0.03665521191294387	0.997709049255441	2046.5275039999997	45.23856213453296	0.7848597833577777	226.364	177.664	0.19984874862846108
chrX	129855	130855	0.27906096175691025	0.9825823551684968	1499.835111	38.727704695734296	0.8902011127837728	347.417	309.271	0.11147325748519589
chrX	130856	131856	5.24969474969475	0.7326007326007326	1587.6069750000001	39.84478604535354	0.5691248580883597	206.995	117.806	0.19249153866206206
chrX	131857	132857	3.273040482342808	0.8225667527993109	1654.6444	40.67732046239034	0.4293326763339434	142.06	60.991	0.2863390149400981
chrX	132858	133858	8.281564908120925	0.6093657379964433	8652.962395999999	93.02130076493232	0.5187599935015519	233.902	121.339	0.3976934817356514
chrX	133859	133871	0.0	1.0	4.743055555555556	2.1778557242286634	1.0985915492957747	5.916666666666667	6.5	0.368088291418929
chrX	222344	223344	10.97950377562028	0.6062567421790723	1350.8374789999998	36.753741020473	0.09272910263036205	110.289	13.654205607476635	0.33324938135691684
chrX	223345	224345	0.0	1.0	420.980471	20.51780863055312	0.0011933270441772898	124.023	1.0	0.1654355130141435
chrX	224346	225346	0.06756756756756757	0.9983108108108109	788.6867040000001	28.083566440179922	0.0	74.964	nan	0.37462737367509635
chrX	225347	226347	8.354211663066955	0.7041036717062635	555.379244798894	23.56648562681534	0.17578235128277417	48.70022883295194	9.271375464684015	0.4839091353687766
chrX	226348	227348	16.27906976744186	0.5426356589147286	277.0928967005043	16.646107554035098	0.12815086234127235	31.68968968968969	5.296344647519582	0.5252846498983215
chrX	227349	228349	0.6694214876033058	0.9421487603305785	142.63630930461397	11.943044390129929	0.016338924233661074	16.992628992628994	1.036697247706422	0.7028367650062002
chrX	228350	229350	0.2558139534883721	0.9534883720930233	94.31824430907524	9.711758044199579	0.04284702549575071	13.399762752075919	1.3908045977011494	0.7247708951186478
chrX	229351	230351	1.5321100917431192	0.9388379204892966	339.137975	18.415699145022977	0.10880251846470516	41.295	8.244036697247706	0.4459546953631911
chrX	230352	231352	0.7164556962025317	0.9620253164556962	71.445359	8.452535655056415	0.8394476965011841	22.379	18.804804804804803	0.3776994349638686
chrX	231353	232353	0.44650205761316875	0.9691358024691358	493.368975	22.21191065622226	0.27239454661908685	54.645	15.37706611570248	0.40647654234096914
